,dependency,doc_id,lemmatized,parent_id,sentence_id,tag,word,word_id
26257,nmod,165.0,тем,17,3.0,NOUN,тем,2
26258,punct,165.0,",",2,3.0,PUNCT,",",3
26259,mark,165.0,чтобы,5,3.0,SCONJ,чтобы,4
26260,advcl,165.0,выполнить,2,3.0,VERB,выполнить,5
26261,det,165.0,свой,8,3.0,DET,свой,6
26262,amod,165.0,священный,8,3.0,ADJ,священный,7
26263,dobj,165.0,долг,5,3.0,NOUN,долг,8
26264,cc,165.0,и,5,3.0,CONJ,и,9
26265,conj,165.0,защитить,5,3.0,VERB,защитить,10
26266,dobj,165.0,америка,10,3.0,NOUN,Америку,11
26267,cc,165.0,и,11,3.0,CONJ,и,12
26268,dobj,165.0,она,14,3.0,PRON,ее,13
26269,conj,165.0,гражданин,11,3.0,NOUN,граждан,14
26270,punct,165.0,",",14,3.0,PUNCT,",",15
26271,nsubj,165.0,сша,17,3.0,NOUN,США,16
26272,ROOT,165.0,выйти,0,3.0,VERB,выйдут,17
26273,case,165.0,из,20,3.0,ADP,из,18
26274,amod,165.0,парижский,20,3.0,ADJ,Парижского,19
26275,dobj,165.0,соглашение,17,3.0,NOUN,соглашения,20
26276,case,165.0,по,22,3.0,ADP,по,21
26277,nmod,165.0,климат,20,3.0,NOUN,климату,22
26278,punct,165.0,",",22,3.0,PUNCT,",",23
26279,punct,165.0,—,22,3.0,PUNCT,—,24
26280,parataxis,165.0,сказать,17,3.0,VERB,сказал,25
26281,nsubj,165.0,он,25,3.0,PRON,он,26
26282,punct,165.0,.,17,3.0,PUNCT,.,27
26283,nsubj,165.0,мы,2,4.0,PRON,Мы,1
26284,ROOT,165.0,выходить,0,4.0,VERB,выходим,2
26285,punct,165.0,",",2,4.0,PUNCT,",",3
26286,cc,165.0,но,2,4.0,CONJ,но,4
26287,nsubj,165.0,мы,6,4.0,PRON,мы,5
26288,conj,165.0,начать,2,4.0,VERB,начнем,6
26289,dobj,165.0,переговоры,6,4.0,NOUN,переговоры,7
26290,cc,165.0,либо,10,4.0,CONJ,либо,8
26291,case,165.0,о,10,4.0,ADP,о,9
26292,nmod,165.0,присоединение,7,4.0,NOUN,присоединении,10
26293,case,165.0,к,13,4.0,ADP,к,11
26294,det,165.0,это,13,4.0,DET,этому,12
26295,dobj,165.0,документ,10,4.0,NOUN,документу,13
26296,advmod,165.0,заново,17,4.0,ADV,заново,14
26297,case,165.0,на,17,4.0,ADP,на,15
26298,amod,165.0,другой,17,4.0,ADJ,других,16
26299,nmod,165.0,условие,10,4.0,NOUN,условиях,17
26300,punct,165.0,",",17,4.0,PUNCT,",",18
26301,cc,165.0,либо,2,4.0,CONJ,либо,19
26302,aux,165.0,быть,21,4.0,AUX,будем,20
26303,conj,165.0,рассматривать,2,4.0,VERB,рассматривать,21
26304,advmod,165.0,совершенно,23,4.0,ADV,совершенно,22
26305,amod,165.0,новый,24,4.0,ADJ,новую,23
26306,dobj,165.0,сделка,21,4.0,NOUN,сделку,24
26307,case,165.0,на,27,4.0,ADP,на,25
26308,det,165.0,тот,27,4.0,DET,тех,26
26309,nmod,165.0,условие,24,4.0,NOUN,условиях,27
26310,punct,165.0,",",27,4.0,PUNCT,",",28
26311,nsubj,165.0,который,31,4.0,ADJ,которые,29
26312,cop,165.0,быть,31,4.0,AUX,будут,30
26313,acl:relcl,165.0,выгодный,27,4.0,ADJ,выгодны,31
26314,amod,165.0,соединить,33,4.0,VERB,Соединенным,32
26315,dobj,165.0,штат,31,4.0,NOUN,Штатам,33
26316,punct,165.0,",",33,4.0,PUNCT,",",34
26317,dobj,165.0,они,36,4.0,PRON,их,35
26318,conj,165.0,предпринимательство,33,4.0,NOUN,предпринимательству,36
26319,punct,165.0,",",36,4.0,PUNCT,",",37
26320,conj,165.0,работник,33,4.0,NOUN,работникам,38
26321,punct,165.0,",",38,4.0,PUNCT,",",39
26322,conj,165.0,человек,33,4.0,NOUN,людям,40
26323,punct,165.0,",",40,4.0,PUNCT,",",41
26324,conj,165.0,налогоплательщик,33,4.0,NOUN,налогоплательщикам,42
26325,punct,165.0,",",42,4.0,PUNCT,",",43
26326,conj,165.0,—,33,4.0,PUNCT,—,44
26327,parataxis,165.0,добавить,2,4.0,VERB,добавил,45
26328,nsubj,165.0,президент,45,4.0,NOUN,президент,46
26329,punct,165.0,.,2,4.0,PUNCT,.,47
26330,case,165.0,при,2,5.0,ADP,При,1
26331,nmod,165.0,это,4,5.0,NOUN,этом,2
26332,nsubj,165.0,он,4,5.0,PRON,он,3
26333,ROOT,165.0,обратить,0,5.0,VERB,обратил,4
26334,dobj,165.0,внимание,4,5.0,NOUN,внимание,5
26335,case,165.0,на,7,5.0,ADP,на,6
26336,dobj,165.0,то,5,5.0,NOUN,то,7
26337,punct,165.0,",",7,5.0,PUNCT,",",8
26338,mark,165.0,что,10,5.0,SCONJ,что,9
26339,advcl,165.0,готовый,7,5.0,ADJ,готов,10
26340,advmod,165.0,немедленно,12,5.0,ADV,немедленно,11
26341,dep,165.0,начать,10,5.0,VERB,начать,12
26342,xcomp,165.0,работать,12,5.0,VERB,работать,13
26343,case,165.0,по,16,5.0,ADP,по,14
26344,det,165.0,это,16,5.0,DET,этому,15
26345,nmod,165.0,вопрос,13,5.0,NOUN,вопросу,16
26346,case,165.0,с,18,5.0,ADP,с,17
26347,nmod,165.0,лидер,13,5.0,NOUN,лидерами,18
26348,amod,165.0,демократический,20,5.0,ADJ,Демократической,19
26349,dobj,165.0,партия,18,5.0,NOUN,партии,20
26350,punct,165.0,.,4,5.0,PUNCT,.,21
26351,case,165.0,с,3,6.0,ADP,С,1
26352,amod,165.0,сегодняшний,3,6.0,ADJ,сегодняшнего,2
26353,nmod,165.0,день,5,6.0,NOUN,дня,3
26354,nsubj,165.0,сша,5,6.0,NOUN,США,4
26355,ROOT,165.0,прекратить,0,6.0,VERB,прекратят,5
26356,dobj,165.0,выполнение,5,6.0,NOUN,выполнение,6
26357,amod,165.0,рекомендательный,9,6.0,ADJ,рекомендательного,7
26358,amod,165.0,парижский,9,6.0,ADJ,Парижского,8
26359,dobj,165.0,соглашение,6,6.0,NOUN,соглашения,9
26360,cc,165.0,и,5,6.0,CONJ,и,10
26361,conj,165.0,избавиться,5,6.0,VERB,избавятся,11
26362,case,165.0,от,17,6.0,ADP,от,12
26363,amod,165.0,драконовский,17,6.0,ADJ,драконовского,13
26364,amod,165.0,финансовый,17,6.0,ADJ,финансового,14
26365,cc,165.0,и,14,6.0,CONJ,и,15
26366,conj,165.0,экономический,14,6.0,ADJ,экономического,16
26367,dobj,165.0,бремя,11,6.0,NOUN,бремени,17
26368,punct,165.0,",",17,6.0,PUNCT,",",18
26369,dobj,165.0,который,21,6.0,ADJ,которое,19
26370,nsubj,165.0,оно,21,6.0,PRON,оно,20
26371,acl:relcl,165.0,накладывать,17,6.0,VERB,накладывает,21
26372,case,165.0,на,24,6.0,ADP,на,22
26373,det,165.0,наш,24,6.0,DET,нашу,23
26374,nmod,165.0,страна,21,6.0,NOUN,страну,24
26375,punct,165.0,.,5,6.0,PUNCT,.,25
26376,nsubj,165.0,это,2,7.0,NOUN,Это,1
26377,ROOT,165.0,включать,0,7.0,VERB,включает,2
26378,case,165.0,в,4,7.0,ADP,в,3
26379,nmod,165.0,себя,2,7.0,PRON,себя,4
26380,dobj,165.0,прекращение,2,7.0,NOUN,прекращение,5
26381,dobj,165.0,внесение,5,7.0,NOUN,внесения,6
26382,amod,165.0,определённый,8,7.0,ADJ,определенного,7
26383,dobj,165.0,вклад,6,7.0,NOUN,вклада,8
26384,nmod,165.0,государство,8,7.0,NOUN,государства,9
26385,case,165.0,в,13,7.0,ADP,в,10
26386,amod,165.0,зелёный,13,7.0,ADJ,Зеленый,11
26387,amod,165.0,климатический,13,7.0,ADJ,климатический,12
26388,nmod,165.0,фонд,8,7.0,NOUN,фонд,13
26389,punct,165.0,(,15,7.0,PUNCT,(,14
26390,appos,165.0,оон,13,7.0,NOUN,ООН,15
26391,punct,165.0,),15,7.0,PUNCT,),16
26392,punct,165.0,",",15,7.0,PUNCT,",",17
26393,nsubj,165.0,что,19,7.0,PRON,что,18
26394,parataxis,165.0,стоить,2,7.0,VERB,стоит,19
26395,amod,165.0,соединить,23,7.0,VERB,Соединенным,20
26396,nmod,165.0,штат,20,7.0,NOUN,Штатам,21
26397,amod,165.0,целое,23,7.0,ADJ,целое,22
26398,dobj,165.0,состояние,19,7.0,NOUN,состояние,23
26399,punct,165.0,",",23,7.0,PUNCT,",",24
26400,nsubj,165.0,—,26,7.0,PUNCT,—,25
26401,conj,165.0,указать,19,7.0,VERB,указал,26
26402,dobj,165.0,трамп,26,7.0,NOUN,Трамп,27
26403,punct,165.0,.,2,7.0,PUNCT,.,28
26404,amod,165.0,американский,2,8.0,ADJ,Американский,1
26405,nsubj,165.0,лидер,3,8.0,NOUN,лидер,2
26406,ROOT,165.0,заявить,0,8.0,VERB,заявил,3
26407,punct,165.0,",",3,8.0,PUNCT,",",4
26408,mark,165.0,что,7,8.0,SCONJ,что,5
26409,neg,165.0,не,7,8.0,PART,не,6
26410,advcl,165.0,мочь,3,8.0,VERB,может,7
26411,case,165.0,с,10,8.0,ADP,с,8
26412,amod,165.0,чистый,10,8.0,ADJ,чистой,9
26413,nmod,165.0,совесть,11,8.0,NOUN,совестью,10
26414,xcomp,165.0,поддерживать,7,8.0,VERB,поддерживать,11
26415,dobj,165.0,соглашение,11,8.0,NOUN,соглашение,12
26416,punct,165.0,",",12,8.0,PUNCT,",",13
26417,nsubj,165.0,который,15,8.0,ADJ,которое,14
26418,acl:relcl,165.0,наказывать,12,8.0,VERB,наказывает,15
26419,amod,165.0,соединить,17,8.0,VERB,Соединенные,16
26420,dobj,165.0,штат,15,8.0,NOUN,Штаты,17
26421,punct,165.0,.,3,8.0,PUNCT,.,18
26422,nsubj,165.0,соглашение,2,9.0,NOUN,Соглашение,1
26423,ROOT,165.0,представлять,0,9.0,VERB,представляет,2
26424,dep,165.0,себя,2,9.0,PRON,собой,3
26425,amod,165.0,значительный,5,9.0,ADJ,значительное,4
26426,dobj,165.0,перераспределение,2,9.0,NOUN,перераспределение,5
26427,dobj,165.0,богатство,5,9.0,NOUN,богатств,6
26428,amod,165.0,соединить,8,9.0,VERB,Соединенных,7
26429,nmod,165.0,штат,6,9.0,NOUN,Штатов,8
26430,case,165.0,в,10,9.0,ADP,в,9
26431,nmod,165.0,польза,5,9.0,NOUN,пользу,10
26432,amod,165.0,другой,12,9.0,ADJ,других,11
26433,nmod,165.0,страна,10,9.0,NOUN,стран,12
26434,punct,165.0,",",12,9.0,PUNCT,",",13
26435,punct,165.0,—,12,9.0,PUNCT,—,14
26436,parataxis,165.0,отметить,2,9.0,VERB,отметил,15
26437,nsubj,165.0,он,15,9.0,PRON,он,16
26438,punct,165.0,.,2,9.0,PUNCT,.,17
26439,amod,165.0,—,2,10.0,PUNCT,—,1
26440,nsubj,165.0,реальность,3,10.0,NOUN,Реальность,2
26441,ROOT,165.0,таков,0,10.0,ADJ,такова,3
26442,punct,165.0,",",3,10.0,PUNCT,",",4
26443,mark,165.0,что,11,10.0,SCONJ,что,5
26444,nsubj,165.0,выход,11,10.0,NOUN,выход,6
26445,punct,165.0,(,8,10.0,PUNCT,(,7
26446,case,165.0,из,9,10.0,ADP,из,8
26447,parataxis,165.0,соглашение,6,10.0,NOUN,соглашения,9
26448,punct,165.0,),9,10.0,PUNCT,),10
26449,advcl,165.0,отвечать,3,10.0,VERB,отвечает,11
26450,amod,165.0,экономический,13,10.0,ADJ,экономическим,12
26451,dobj,165.0,интерес,11,10.0,NOUN,интересам,13
26452,nmod,165.0,америка,13,10.0,NOUN,Америки,14
26453,cc,165.0,и,11,10.0,CONJ,и,15
26454,neg,165.0,не,18,10.0,PART,не,16
26455,aux,165.0,быть,18,10.0,AUX,будет,17
26456,conj,165.0,иметь,11,10.0,VERB,иметь,18
26457,amod,165.0,большой,20,10.0,ADJ,большого,19
26458,dobj,165.0,значение,18,10.0,NOUN,значения,20
26459,case,165.0,для,23,10.0,ADP,для,21
26460,amod,165.0,окружающий,23,10.0,VERB,окружающей,22
26461,nmod,165.0,среда,20,10.0,NOUN,среды,23
26462,punct,165.0,.,3,10.0,PUNCT,.,24
26463,nsubj,165.0,следование,18,11.0,NOUN,Следование,1
26464,nmod,165.0,положение,1,11.0,NOUN,положениям,2
26465,amod,165.0,парижский,4,11.0,ADJ,Парижского,3
26466,nmod,165.0,соглашение,2,11.0,NOUN,соглашения,4
26467,cc,165.0,и,1,11.0,CONJ,и,5
26468,amod,165.0,обременительный,7,11.0,ADJ,обременительные,6
26469,conj,165.0,ограничение,1,11.0,NOUN,ограничения,7
26470,case,165.0,в,9,11.0,ADP,в,8
26471,nmod,165.0,сфера,7,11.0,NOUN,сфере,9
26472,nmod,165.0,энергетика,9,11.0,NOUN,энергетики,10
26473,punct,165.0,",",10,11.0,PUNCT,",",11
26474,dobj,165.0,который,14,11.0,ADJ,которые,12
26475,nsubj,165.0,оно,14,11.0,PRON,оно,13
26476,acl:relcl,165.0,накладывать,7,11.0,VERB,накладывает,14
26477,case,165.0,на,16,11.0,ADP,на,15
26478,nmod,165.0,сша,14,11.0,NOUN,США,16
26479,punct,165.0,",",16,11.0,PUNCT,",",17
26480,ROOT,165.0,мочь,0,11.0,VERB,могли,18
26481,xcomp,165.0,стоить,18,11.0,VERB,стоить,19
26482,dobj,165.0,америка,19,11.0,NOUN,Америке,20
26483,appos,165.0,потеря,20,11.0,NOUN,потере,21
26484,case,165.0,без,24,11.0,ADP,без,22
26485,amod,165.0,малое,24,11.0,ADJ,малого,23
26486,nmod,165.0,2,21,11.0,NUM,2,24
26487,punct,165.0,",",24,11.0,PUNCT,",",25
26488,compound,165.0,7,27,11.0,NUM,7,26
26489,nummod:gov,165.0,миллион,29,11.0,NOUN,млн,27
26490,amod,165.0,рабочий,29,11.0,ADJ,рабочих,28
26491,nmod,165.0,место,19,11.0,NOUN,мест,29
26492,case,165.0,к,32,11.0,ADP,к,30
26493,amod,165.0,2025,32,11.0,NUM,2025,31
26494,nmod,165.0,год,29,11.0,NOUN,году,32
26495,punct,165.0,",",32,11.0,PUNCT,",",33
26496,parataxis,165.0,—сказать,18,11.0,VERB,—сказал,34
26497,nsubj,165.0,он,34,11.0,PRON,он,35
26498,punct,165.0,.,18,11.0,PUNCT,.,36
26499,nsubj,165.0,это,2,12.0,NOUN,Это,1
26500,ROOT,165.0,включать,0,12.0,VERB,включает,2
26501,case,165.0,в,4,12.0,ADP,в,3
26502,nmod,165.0,себя,2,12.0,PRON,себя,4
26503,compound,165.0,440,6,12.0,NUM,440,5
26504,nummod:gov,165.0,тысяча,7,12.0,NOUN,тысяч,6
26505,nmod,165.0,место,2,12.0,NOUN,мест,7
26506,case,165.0,в,9,12.0,ADP,в,8
26507,nmod,165.0,сфера,7,12.0,NOUN,сфере,9
26508,nmod,165.0,производство,9,12.0,NOUN,производства,10
26509,punct,165.0,",",10,12.0,PUNCT,",",11
26510,nsubj,165.0,который,15,12.0,ADJ,которые,12
26511,nmod,165.0,мы,15,12.0,PRON,нам,13
26512,advmod,165.0,очень,15,12.0,ADV,очень,14
26513,acl:relcl,165.0,нужный,7,12.0,ADJ,нужны,15
26514,punct,165.0,",",15,12.0,PUNCT,",",16
26515,punct,165.0,—,15,12.0,PUNCT,—,17
26516,parataxis,165.0,добавить,2,12.0,VERB,добавил,18
26517,nsubj,165.0,президент,18,12.0,NOUN,президент,19
26518,punct,165.0,.,2,12.0,PUNCT,.,20
26519,advmod,165.0,ни,2,13.0,PART,Ни,1
26520,nummod,165.0,один,4,13.0,ADJ,один,2
26521,amod,165.0,ответственный,4,13.0,ADJ,ответственный,3
26522,nsubj,165.0,лидер,6,13.0,NOUN,лидер,4
26523,neg,165.0,не,6,13.0,PART,не,5
26524,ROOT,165.0,поставить,0,13.0,VERB,поставит,6
26525,det,165.0,свой,8,13.0,DET,свой,7
26526,dobj,165.0,народ,6,13.0,NOUN,народ,8
26527,advmod,165.0,и,10,13.0,CONJ,и,9
26528,det,165.0,свой,11,13.0,DET,своих,10
26529,dobj,165.0,работник,6,13.0,NOUN,работников,11
26530,case,165.0,в,17,13.0,ADP,в,12
26531,advmod,165.0,столь,14,13.0,ADV,столь,13
26532,amod,165.0,изнурительный,17,13.0,ADJ,изнурительное,14
26533,cc,165.0,и,14,13.0,CONJ,и,15
26534,conj,165.0,невыгодный,14,13.0,ADJ,невыгодное,16
26535,nmod,165.0,положение,6,13.0,NOUN,положение,17
26536,punct,165.0,",",17,13.0,PUNCT,",",18
26537,punct,165.0,—,17,13.0,PUNCT,—,19
26538,parataxis,165.0,сказать,6,13.0,VERB,сказал,20
26539,nsubj,165.0,трамп,20,13.0,NOUN,Трамп,21
26540,punct,165.0,.,6,13.0,PUNCT,.,22
26541,nsubj,165.0,президент,2,14.0,NOUN,Президент,1
26542,ROOT,165.0,заверить,0,14.0,VERB,заверил,2
26543,punct,165.0,",",2,14.0,PUNCT,",",3
26544,mark,165.0,что,7,14.0,SCONJ,что,4
26545,nsubj,165.0,сша,7,14.0,NOUN,США,5
26546,aux,165.0,быть,7,14.0,AUX,будут,6
26547,advcl,165.0,продолжать,2,14.0,VERB,продолжать,7
26548,xcomp,165.0,заботиться,7,14.0,VERB,заботиться,8
26549,case,165.0,о,11,14.0,ADP,об,9
26550,amod,165.0,окружающий,11,14.0,VERB,окружающей,10
26551,nmod,165.0,среда,8,14.0,NOUN,среде,11
26552,punct,165.0,.,2,14.0,PUNCT,.,12
26553,cc,165.0,но,4,15.0,CONJ,Но,1
26554,nsubj,165.0,мы,4,15.0,PRON,мы,2
26555,neg,165.0,не,4,15.0,PART,не,3
26556,ROOT,165.0,собираться,0,15.0,VERB,собираемся,4
26557,xcomp,165.0,оставлять,4,15.0,VERB,оставлять,5
26558,det,165.0,наш,7,15.0,DET,наши,6
26559,dobj,165.0,предприятие,5,15.0,NOUN,предприятия,7
26560,case,165.0,без,9,15.0,ADP,без,8
26561,nmod,165.0,работа,5,15.0,NOUN,работы,9
26562,punct,165.0,",",9,15.0,PUNCT,",",10
26563,punct,165.0,—,9,15.0,PUNCT,—,11
26564,parataxis,165.0,указать,4,15.0,VERB,указал,12
26565,nsubj,165.0,он,12,15.0,PRON,он,13
26566,punct,165.0,.,4,15.0,PUNCT,.,14
26567,nsubj,165.0,я,2,16.0,PRON,Я,1
26568,ROOT,165.0,обещать,0,16.0,VERB,обещал,2
26569,xcomp,165.0,пересмотреть,2,16.0,VERB,пересмотреть,3
26570,amod,165.0,любой,5,16.0,ADJ,любые,4
26571,dobj,165.0,соглашение,3,16.0,NOUN,соглашения,5
26572,punct,165.0,",",5,16.0,PUNCT,",",6
26573,neg,165.0,не,8,16.0,PART,не,7
26574,amod,165.0,отвечать,5,16.0,VERB,отвечающие,8
26575,dobj,165.0,интерес,8,16.0,NOUN,интересам,9
26576,amod,165.0,соединить,11,16.0,VERB,Соединенных,10
26577,nmod,165.0,штат,9,16.0,NOUN,Штатов,11
26578,punct,165.0,",",11,16.0,PUNCT,",",12
26579,cc,165.0,или,8,16.0,CONJ,или,13
26580,advmod,165.0,же,13,16.0,PART,же,14
26581,conj,165.0,выйти,8,16.0,VERB,выйти,15
26582,case,165.0,из,17,16.0,ADP,из,16
26583,dobj,165.0,они,15,16.0,PRON,них,17
26584,punct,165.0,.,2,16.0,PUNCT,.,18
26585,amod,165.0,многие,3,17.0,ADJ,Многие,1
26586,amod,165.0,торговый,3,17.0,ADJ,торговые,2
26587,nsubjpass,165.0,сделка,6,17.0,NOUN,сделки,3
26588,advmod,165.0,вскоре,6,17.0,ADV,вскоре,4
26589,auxpass,165.0,быть,6,17.0,AUX,будут,5
26590,ROOT,165.0,перезаключить,0,17.0,VERB,перезаключены,6
26591,punct,165.0,",",6,17.0,PUNCT,",",7
26592,advmod,165.0,так,6,17.0,ADV,так,8
26593,cc,165.0,как,8,17.0,SCONJ,как,9
26594,nsubj,165.0,мы,14,17.0,PRON,мы,10
26595,advmod,165.0,вообще,14,17.0,ADV,вообще,11
26596,advmod,165.0,очень,13,17.0,ADV,очень,12
26597,advmod,165.0,редко,14,17.0,ADV,редко,13
26598,advmod,165.0,заключать,8,17.0,VERB,заключаем,14
26599,dobj,165.0,соглашение,14,17.0,NOUN,соглашения,15
26600,punct,165.0,",",15,17.0,PUNCT,",",16
26601,nsubj,165.0,который,18,17.0,ADJ,которые,17
26602,acl:relcl,165.0,работать,15,17.0,VERB,работают,18
26603,case,165.0,на,21,17.0,ADP,на,19
26604,det,165.0,этот,21,17.0,DET,эту,20
26605,nmod,165.0,страна,18,17.0,NOUN,страну,21
26606,punct,165.0,",",21,17.0,PUNCT,",",22
26607,cc,165.0,но,14,17.0,CONJ,но,23
26608,advmod,165.0,очень,25,17.0,ADV,очень,24
26609,advmod,165.0,скоро,28,17.0,ADV,скоро,25
26610,nsubjpass,165.0,они,28,17.0,PRON,они,26
26611,auxpass,165.0,быть,28,17.0,AUX,будут,27
26612,conj,165.0,перезаключить,14,17.0,VERB,перезаключены,28
26613,punct,165.0,",",28,17.0,PUNCT,",",29
26614,nsubj,165.0,—,31,17.0,PUNCT,—,30
26615,conj,165.0,заверить,14,17.0,VERB,заверил,31
26616,dobj,165.0,трамп,31,17.0,NOUN,Трамп,32
26617,punct,165.0,.,6,17.0,PUNCT,.,33
26618,amod,166.0,немецкий,2,0.0,ADJ,Немецкие,1
26619,nsubj,166.0,политика,5,0.0,NOUN,политики,2
26620,cc,166.0,и,2,0.0,CONJ,и,3
26621,conj,166.0,сми,2,0.0,NOUN,СМИ,4
26622,ROOT,166.0,раскритиковать,0,0.0,VERB,раскритиковали,5
26623,dobj,166.0,президент,5,0.0,NOUN,президента,6
26624,dobj,166.0,сша,6,0.0,NOUN,США,7
26625,nmod,166.0,дональд,5,0.0,NOUN,Дональда,8
26626,nmod,166.0,трамп,8,0.0,NOUN,Трампа,9
26627,case,166.0,за,11,0.0,ADP,за,10
26628,dobj,166.0,то,5,0.0,NOUN,то,11
26629,punct,166.0,",",11,0.0,PUNCT,",",12
26630,mark,166.0,что,15,0.0,SCONJ,что,13
26631,nsubj,166.0,он,15,0.0,PRON,он,14
26632,advcl,166.0,объявить,11,0.0,VERB,объявил,15
26633,case,166.0,о,17,0.0,ADP,о,16
26634,nmod,166.0,выход,15,0.0,NOUN,выходе,17
26635,det,166.0,свой,19,0.0,DET,своей,18
26636,nmod,166.0,страна,17,0.0,NOUN,страны,19
26637,case,166.0,из,22,0.0,ADP,из,20
26638,amod,166.0,парижский,22,0.0,ADJ,Парижского,21
26639,dobj,166.0,соглашение,17,0.0,NOUN,соглашения,22
26640,case,166.0,по,24,0.0,ADP,по,23
26641,nmod,166.0,климат,22,0.0,NOUN,климату,24
26642,punct,166.0,.,5,0.0,PUNCT,.,25
26643,nsubj,166.0,я,2,1.0,PRON,Я,1
26644,ROOT,166.0,сожалеть,0,1.0,VERB,сожалею,2
26645,case,166.0,о,4,1.0,ADP,о,3
26646,nmod,166.0,решение,2,1.0,NOUN,решении,4
26647,dobj,166.0,президент,4,1.0,NOUN,президента,5
26648,dobj,166.0,сша,5,1.0,NOUN,США,6
26649,punct,166.0,",",6,1.0,PUNCT,",",7
26650,parataxis,166.0,прокомментировать,2,1.0,VERB,прокомментировала,8
26651,nsubj,166.0,канцлер,8,1.0,NOUN,канцлер,9
26652,appos,166.0,ангел,9,1.0,NOUN,Ангела,10
26653,name,166.0,меркель,10,1.0,NOUN,Меркель,11
26654,appos,166.0,решение,9,1.0,NOUN,решение,12
26655,dobj,166.0,трамп,12,1.0,NOUN,Трампа,13
26656,punct,166.0,.,2,1.0,PUNCT,.,14
26657,amod,166.0,остальной,2,2.0,ADJ,Остальные,1
26658,nsubj,166.0,страна,3,2.0,NOUN,страны,2
26659,ROOT,166.0,должный,0,2.0,ADJ,должны,3
26660,dep,166.0,продолжать,3,2.0,VERB,продолжать,4
26661,xcomp,166.0,защищать,4,2.0,VERB,защищать,5
26662,det,166.0,наш,7,2.0,DET,нашу,6
26663,dobj,166.0,земля,5,2.0,NOUN,землю,7
26664,punct,166.0,.,3,2.0,PUNCT,.,8
26665,nsubj,166.0,министр,7,3.0,NOUN,Министр,1
26666,amod,166.0,иностранный,3,3.0,ADJ,иностранных,2
26667,dobj,166.0,дело,1,3.0,NOUN,дел,3
26668,nmod,166.0,германия,1,3.0,NOUN,Германии,4
26669,appos,166.0,габриэль,1,3.0,NOUN,Габриэль,5
26670,name,166.0,зигмара,5,3.0,NOUN,Зигмар,6
26671,ROOT,166.0,подчеркнуть,0,3.0,VERB,подчеркнул,7
26672,punct,166.0,",",7,3.0,PUNCT,",",8
26673,mark,166.0,что,11,3.0,SCONJ,что,9
26674,nsubj,166.0,сша,11,3.0,NOUN,США,10
26675,advcl,166.0,причинять,7,3.0,VERB,причиняют,11
26676,nmod,166.0,тем,11,3.0,NOUN,тем,12
26677,amod,166.0,самый,12,3.0,ADJ,самым,13
26678,dobj,166.0,вред,11,3.0,NOUN,вред,14
26679,neg,166.0,не,16,3.0,PART,не,15
26680,advmod,166.0,только,17,3.0,PART,только,16
26681,nmod,166.0,себя,14,3.0,PRON,себе,17
26682,punct,166.0,",",17,3.0,PUNCT,",",18
26683,cc,166.0,но,17,3.0,CONJ,но,19
26684,advmod,166.0,и,19,3.0,PART,и,20
26685,amod,166.0,другой,22,3.0,ADJ,другим,21
26686,conj,166.0,народ,17,3.0,NOUN,народам,22
26687,nmod,166.0,мир,22,3.0,NOUN,мира,23
26688,punct,166.0,.,7,3.0,PUNCT,.,24
26689,nsubj,166.0,кто,2,4.0,PRON,Кто,1
26690,ROOT,166.0,уклоняться,0,4.0,VERB,уклоняется,2
26691,case,166.0,от,4,4.0,ADP,от,3
26692,dobj,166.0,выполнение,2,4.0,NOUN,выполнений,4
26693,nmod,166.0,обязательство,4,4.0,NOUN,обязательств,5
26694,case,166.0,по,7,4.0,ADP,по,6
26695,nmod,166.0,климат,5,4.0,NOUN,климату,7
26696,punct,166.0,",",7,4.0,PUNCT,",",8
26697,nsubj,166.0,тот,10,4.0,ADJ,тот,9
26698,conj,166.0,класть,2,4.0,VERB,кладет,10
26699,dobj,166.0,крест,10,4.0,NOUN,крест,11
26700,case,166.0,на,13,4.0,ADP,на,12
26701,nmod,166.0,будущее,10,4.0,NOUN,будущее,13
26702,amod,166.0,следующий,15,4.0,ADJ,следующих,14
26703,nmod,166.0,поколение,13,4.0,NOUN,поколений,15
26704,punct,166.0,",",15,4.0,PUNCT,",",16
26705,parataxis,166.0,сказать,2,4.0,VERB,сказал,17
26706,nsubj,166.0,он,17,4.0,PRON,он,18
26707,case,166.0,в,20,4.0,ADP,в,19
26708,nmod,166.0,ход,17,4.0,NOUN,ходе,20
26709,nmod,166.0,прессконференция,20,4.0,NOUN,прессконференции,21
26710,punct,166.0,.,2,4.0,PUNCT,.,22
26711,nsubj,166.0,кандидат,8,5.0,NOUN,Кандидат,1
26712,case,166.0,на,3,5.0,ADP,на,2
26713,nmod,166.0,пост,1,5.0,NOUN,пост,3
26714,dobj,166.0,канцлер,3,5.0,NOUN,канцлера,4
26715,dobj,166.0,фрг,4,5.0,NOUN,ФРГ,5
26716,appos,166.0,мартин,1,5.0,NOUN,Мартин,6
26717,name,166.0,шульц,6,5.0,NOUN,Шульц,7
26718,ROOT,166.0,написать,0,5.0,VERB,написал,8
26719,dobj,166.0,обращение,8,5.0,NOUN,обращение,9
26720,case,166.0,к,12,5.0,ADP,к,10
26721,amod,166.0,американский,12,5.0,ADJ,американскому,11
26722,dobj,166.0,президент,9,5.0,NOUN,президенту,12
26723,case,166.0,на,15,5.0,ADP,на,13
